KATEGORI;NAMN;ADRESS;HEMSIDA;Kategori webb;Exportdatum;geo_shape;geo_point_2d
Caféer;Andreasgården;Hittarpsvägen 5;;Caféer;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.647486124343379, 56.096394850138395]}";56.0963948501,12.6474861243
Caféer;Beredskapsmuseet;Djuramossavägen 162;http://www.beredskapsmuseet.com/;Caféer;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.639787766153331, 56.12881163876735]}";56.1288116388,12.6397877662
Caféer;Café Tych;Studievägen 4;https://tychobraheskolan.helsingborg.se/;Caféer;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.712036474757992, 56.04665125001073]}";56.04665125,12.7120364748
Caféer;Enkla Ting Vallåkra;Ormastorps Skolväg 41;http://www.enklating.se/;Caféer;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.91521667706432, 55.97083376039647]}";55.9708337604,12.9152166771
Caféer;Filbornaskolans Cafeteria;Filbornavägen 101A;https://filbornaskolan.helsingborg.se/;Caféer;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.73218675448558, 56.0552413038594]}";56.0552413039,12.7321867545
Caféer;Fredriksdalsteatern Helsingborg;Gisela Trapps Väg 13;https://fredriksdal.se/fredriksdalsteatern/;Caféer;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.70983481376795, 56.05749680115885]}";56.0574968012,12.7098348138
Caféer;Götahallen;Planteringsvägen 141B;http://gotatennis.se/;Caféer;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.727068251596553, 56.01395482446587]}";56.0139548245,12.7270682516
Caféer;Möllans Smörgåsbutik;Gasverksgatan 33;http://www.mollans.se/;Caféer;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.704117376930544, 56.04110951382511]}";56.0411095138,12.7041173769
Caféer;Pingstkyrkans Second Hand Söder;Carl Krooks Gata 42;https://pmu.se/secondhand/helsingborgsoder/;Caféer;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.701989840420486, 56.037834286589984]}";56.0378342866,12.7019898404
Caféer;Strandkiosken Öresund;;;Caféer;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.684636013022194, 56.05188331175532]}";56.0518833118,12.684636013
Caféer;Välluvs Församlingshem;Välluvsvägen 24;;Caféer;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.799400053835127, 56.019765911857355]}";56.0197659119,12.7994000538
Caféer;Zoégas Café & Butik;Drottninggatan 30;;Caféer;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.691299194280488, 56.048376650225705]}";56.0483766502,12.6912991943
Caféer;Ödåkra If;;https://www.laget.se/ODAKRAIF;Caféer;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.74578140954161, 56.099503317594596]}";56.0995033176,12.7457814095
Personalrestauranger;Ph Nederman Personalmatsal;Sydhamnsgatan 2;;Personalrestauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.708282545042644, 56.02993375791749]}";56.0299337579,12.708282545
Personalrestauranger;Restaurang Frigo;Landskronavägen 11;;Personalrestauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.734359141053435, 56.013558848457535]}";56.0135588485,12.7343591411
Personalrestauranger;Stadsbyggnadshusets Cafeteria;Järnvägsgatan 22;;Personalrestauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.695715284343157, 56.043156725743]}";56.0431567257,12.6957152843
Restauranger;Barrica Mat & Vinbar;Kullagatan 47;;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.691134018029361, 56.049355650529954]}";56.0493556505,12.691134018
Restauranger;Brenteganis;Tångavägen 117;http://www.brentegani.se/;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.775702701240311, 56.20457196102404]}";56.204571961,12.7757027012
Restauranger;Comfort Hotel Nouveau/rest Entré;Gasverksgatan 11;;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.699856747772001, 56.04098898207203]}";56.0409889821,12.6998567478
Restauranger;De Hemlösas Hus;Västra Sandgatan 15;https://www.hemlosashus.se/;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.709029292936583, 56.03159363684635]}";56.0315936368,12.7090292929
Restauranger;Greenhouse;Garnisonsgatan 7B;;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.723563382599982, 56.07228469421718]}";56.0722846942,12.7235633826
Restauranger;Kriminalvården Häktet Helsingborg;Berga Allé 21;;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.713993891830675, 56.06462180472553]}";56.0646218047,12.7139938918
Restauranger;Kyoto Sushi Restaurang;Prästgatan 6;http://www.kyotosushi.se/;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.69648388654344, 56.044006005041126]}";56.044006005,12.6964838865
Restauranger;Linnéaträdgården;Mariehällsvägen 100;https://linneatradgarden.se/;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.685558415036372, 56.083182395084485]}";56.0831823951,12.685558415
Restauranger;Majesty;Norra Kyrkogatan 10;;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.695157540481446, 56.04632860305953]}";56.0463286031,12.6951575405
Restauranger;Pub Norrbro;Norrbroplatsen 7;https://www.norrbropub.se/;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.701670458827001, 56.05626363204377]}";56.056263632,12.7016704588
Restauranger;Restaurang Chateau Foret;Södra Storgatan 19A;http://chforet.se/;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.698532952029444, 56.045788708534154]}";56.0457887085,12.698532952
Restauranger;Restaurang Edelweiss;Drottninggatan 15;http://www.restaurangedelweiss.se/;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.69010869439057, 56.048963363177144]}";56.0489633632,12.6901086944
Restauranger;Restaurang Hermes Amica 8258;Rönnowsgatan 8A;;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.699860979343672, 56.037817158849016]}";56.0378171588,12.6998609793
Restauranger;Rydebäcks Rum & Frukost O Stuguthyr;Klostervägen 90;http://www.rydebackstorpet.se/;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.785025786358126, 55.95876255722941]}";55.9587625572,12.7850257864
Restauranger;Tigris Kvarterskrog;Wienergatan 2;;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.710918662041118, 56.02809638905406]}";56.0280963891,12.710918662
Restauranger;Vegeriet;Järnvägsgatan 25;https://vegeriet.se/;Restauranger;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.696182028339033, 56.04346859097535]}";56.043468591,12.6961820283
Skolrestauranger;Adolfina Förskola;Södra Hunnetorpsvägen 50;https://adolfinaforskola.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.745872811255817, 56.04584645879379]}";56.0458464588,12.7458728113
Skolrestauranger;Brunnsparksskolan Björkdungen;Kummelgatan 324;;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.739778539561023, 56.017975364969935]}";56.017975365,12.7397785396
Skolrestauranger;Bårslövs Skola;Snödroppegatan 2;https://barslovsskola.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.806810804279204, 56.008670407683965]}";56.0086704077,12.8068108043
Skolrestauranger;Dalhem Västra Förskola;Annerovägen 43;https://dalhemsforskola.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.734734995825907, 56.067769361954866]}";56.067769362,12.7347349958
Skolrestauranger;Framtidens Förskola Ekokidz Tinkarpsgård;Dag Hammarskjölds Väg 230;http://www.ekokidz.info/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.666146845485644, 56.078226602230764]}";56.0782266022,12.6661468455
Skolrestauranger;Fredriksdals Förskola (linnégårdens Fsk);Larmvägen 37;;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.719295188051547, 56.056983125978824]}";56.056983126,12.7192951881
Skolrestauranger;Fridas Förskola;Fridas Gata 82;https://fridasforskola.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.757589829188138, 56.02400425005849]}";56.0240042501,12.7575898292
Skolrestauranger;Förskolan Pinocchio;Olympiavägen 9;https://forskolanpinocchio.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.705164273054125, 56.048059782534025]}";56.0480597825,12.7051642731
Skolrestauranger;Gantofta Skola;Östra Läraregatan 1;https://gantoftaskola.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.802372734265619, 55.98708494021834]}";55.9870849402,12.8023727343
Skolrestauranger;Gustavslundsskolan;Mangårdsgatan 70;https://gustavslundsskolan.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.75579636430886, 56.038587313463424]}";56.0385873135,12.7557963643
Skolrestauranger;Helsingborgs Montessoriskola;Östra Allén 15;;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.688989853427442, 56.08051644817951]}";56.0805164482,12.6889898534
Skolrestauranger;Helsingborgs Ridhus Skolmatsal;Depågatan 128;http://www.hfrk.nu/sida/?ID=240293;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.765425419230764, 56.06409505930422]}";56.0640950593,12.7654254192
Skolrestauranger;Holstagårdsskolan;Gummarpsvägen 7;https://holstagardsskolan.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.653866817102195, 56.09817521397151]}";56.098175214,12.6538668171
Skolrestauranger;Kaprifolgatans Förskola;Kaprifolgatan 75;https://kaprifolgatansforskola.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.797667205250505, 56.01071602516078]}";56.0107160252,12.7976672053
Skolrestauranger;Kattarps Skola;Hasslarpsvägen 2;https://kattarpsskola.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.79048681020716, 56.141178314372695]}";56.1411783144,12.7904868102
Skolrestauranger;Lussebäckens Montessoriförskola;Brunnbäcksgatan 15A;https://lussebackensforskola.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.726185967872956, 56.0193443620355]}";56.019344362,12.7261859679
Skolrestauranger;Maria Parkskolan Västra;Västra Allén 7;https://mariaparkskolan.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.684453804672362, 56.08102835514898]}";56.0810283551,12.6844538047
Skolrestauranger;Mörarps skola;Brandmansgatan 2;https://morarpsskola.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.875870737906306, 56.058324897508975]}";56.0583248975,12.8758707379
Skolrestauranger;Nallens Förskola;Tryckerigatan 27A;https://nallensforskola.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.712056028913633, 56.025541414931574]}";56.0255414149,12.7120560289
Skolrestauranger;Pinjens Förskola;Tryckerigatan 8;https://pinjensforskola.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.710910561981791, 56.02632633639492]}";56.0263263364,12.710910562
Skolrestauranger;Procivitas Privata Gymnasium Ab;Billeplatsen 1;https://www.procivitas.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.696545204082286, 56.04684639114772]}";56.0468463911,12.6965452041
Skolrestauranger;Påarps Skola (1190);Mullbärsgatan 8;https://paarpsskola.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.812070319980553, 56.030580193932174]}";56.0305801939,12.81207032
Skolrestauranger;Pålsjö Skogs Förskola;Romares Väg 1;https://www.palsjoskogsforskola.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.692453010500488, 56.064902918410674]}";56.0649029184,12.6924530105
Skolrestauranger;Raketens Förskola Pers-kooperativ;Veckogatan 77;;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.747657416527012, 56.04029280592319]}";56.0402928059,12.7476574165
Skolrestauranger;Rosenknoppens Förskola;Östra Fridhemsgatan 2;https://rosenknoppensforskola.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.71171159688438, 56.0271008596939]}";56.0271008597,12.7117115969
Skolrestauranger;Rydebäcks Förskola Svanögatan;Svanögatan 52;http://www.rydebacksforskola.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.762692705412155, 55.970226088279034]}";55.9702260883,12.7626927054
Skolrestauranger;Rydebäcksskolan;Storövägen 51;https://rydebacksskolan.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.773309844611722, 55.96678281678375]}";55.9667828168,12.7733098446
Skolrestauranger;Rydebäcksskolan Ängesögatan;Ängesögatan 15;https://rydebacksskolan.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.781677804856352, 55.96504661483495]}";55.9650466148,12.7816778049
Skolrestauranger;Rönnowska Skolan / Orienten;Västra Sandgatan 4;https://ronnowskaskolan.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.703861165435772, 56.03140122369858]}";56.0314012237,12.7038611654
Skolrestauranger;Snöbollsgatans Förskola;Snöbollsgatan 8;https://snobollsgatansforskola.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.76036855748094, 56.10124197847832]}";56.1012419785,12.7603685575
Skolrestauranger;Waldorfförskolan Tusenskönan;Gravörgatan 14;;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.754555482420908, 56.018760679505746]}";56.0187606795,12.7545554824
Skolrestauranger;Vasalundsskolan;Bror Engkvists Gata 31;;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.745559419950734, 56.06207375355182]}";56.0620737536,12.74555942
Skolrestauranger;Vindögatans Förskola;Vindögatan 82;https://vindogatansforskola.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.76951187797836, 55.96174679707253]}";55.9617467971,12.769511878
Skolrestauranger;Västra Ramlösa Skola;Södra Hunnetorpsvägen 213;https://vastraramlosaskola.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.740597022079797, 56.03329184884769]}";56.0332918488,12.7405970221
Skolrestauranger;Äppelgårdens Förskola;Södra Hunnetorpsvägen 45;https://appelgardensforskola.helsingborg.se/;Skol- och förskolekök;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.747672391777206, 56.04650181696104]}";56.046501817,12.7476723918
Snabbmat;Baris Langos;Södra Hunnetorpsvägen 90B;;Snabbmat;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.743414483223608, 56.04375006521388]}";56.0437500652,12.7434144832
Snabbmat;Bikten;Mariagatan 10;;Snabbmat;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.695910649640703, 56.04596321850742]}";56.0459632185,12.6959106496
Snabbmat;Bårslövs Pizzeria Ster Haci Hb;Snödroppegatan 1;http://barslovspizzeria.se/;Snabbmat;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.809005649670384, 56.00870266259931]}";56.0087026626,12.8090056497
Snabbmat;Gantofta Pizzeria & Restaurang;Norra Kvistoftavägen 19;http://www.pizzeriagantofta.se/;Snabbmat;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.805120761907435, 55.988108302589396]}";55.9881083026,12.8051207619
Snabbmat;Helsingburger;Florettgatan 4;https://www.helsingburger.se/;Snabbmat;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.714491603319631, 56.07583563704819]}";56.075835637,12.7144916033
Snabbmat;McDonalds Rusthållsgatan;Rusthållsgatan 53;;Snabbmat;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.761076748759217, 56.01679131393566]}";56.0167913139,12.7610767488
Snabbmat;McDonalds Väla C;Marknadsvägen 9;;Snabbmat;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.75681637540675, 56.09205529999136]}";56.0920553,12.7568163754
Snabbmat;Pastavagnen I Hgb Rrd 661;Garnisonsgatan 4;;Snabbmat;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.721663613791218, 56.06960063661302]}";56.0696006366,12.7216636138
Snabbmat;Pizzeria Babylon;Gasverksgatan 49;http://babylonhelsingborg.se/;Snabbmat;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.7099796444082, 56.03971748340103]}";56.0397174834,12.7099796444
Snabbmat;Rydebäcks Pizzeria;Frösögatan 7;http://www.rydebackspizzeria.se/;Snabbmat;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.775026826498058, 55.96628954036769]}";55.9662895404,12.7750268265
Snabbmat;Swedish Diner;Drottninghögsvägen 5;http://www.swedishdiner.se/;Snabbmat;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.723528884869424, 56.067167575438496]}";56.0671675754,12.7235288849
Vårdverksamheter;Lss Daglig Verksamhet Omtumlaren;Malmögatan 25C;;Vårdverksamheter;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.71662459370731, 56.04493723111286]}";56.0449372311,12.7166245937
Vårdverksamheter;Åbräddens Äldreboende;Garverigatan 4;;Vårdverksamheter;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.747837787565546, 56.00034077273051]}";56.0003407727,12.7478377876
