KATEGORI;NAMN;ADRESS;HEMSIDA;Kategori webb;Exportdatum;geo_shape;geo_point_2d;area;postalcode;Latitude;Longitude;1st;2nd;3rd;4th;5th;cluster_labels;geo_poly_shape
Butiker;Borgmans Fisk Eftr;Kopparmo:llegatan 17;http://www.borgmansfisk.net/;Butiker;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.697555275504326, 56.053461630434576]}";56.0534616304,12.6975552755;Slottsho:jden;25435;56.0534616304;12.6975552755;Butiker;"Va;rdverksamheter";Snabbmat;Skolrestauranger;Restauranger;4;"{""type"": ""Polygon"", ""coordinates"": [[[12.696205680426699, 56.05503351508487], [12.69644582421161, 56.05544936418801], [12.696546449096891, 56.05543474068409], [12.696971124060612, 56.055500759261136], [12.697148387806536, 56.05540116048624], [12.697178772022196, 56.055367417561136], [12.697421396249965, 56.05521918872547], [12.697487479776457, 56.05523000835285], [12.697492090411043, 56.05523105235514], [12.697981946349058, 56.055120498948384], [12.698235553296506, 56.05523760606737], [12.69843669265197, 56.05512100659482], [12.698697692683231, 56.05522440096328], [12.698732167654928, 56.055266713460796], [12.698873548533982, 56.055316631266294], [12.698925025835576, 56.055381128146706], [12.699242681728789, 56.0554421267748], [12.699504388683621, 56.055248221405314], [12.700000993796515, 56.055501825867495], [12.700343046605, 56.05542375513923], [12.700415548756286, 56.05537126038457], [12.700484494181236, 56.0553466771137], [12.700653274189193, 56.05523034583824], [12.700666768014425, 56.0552256235862], [12.70074120288479, 56.055183091871314], [12.700886850215795, 56.055145556921985], [12.700894146118209, 56.05514109629681], [12.701165116900537, 56.0550341569485], [12.701770949738636, 56.0551453726739], [12.701784369356375, 56.0551359201111], [12.701811850033529, 56.055050910081874], [12.701981408308258, 56.0549417152212], [12.702023882052657, 56.0547302064682], [12.702499395171683, 56.05464475739135], [12.70248472755059, 56.05461646847965], [12.702458214574314, 56.054587710525325], [12.701655399401016, 56.054479179597166], [12.701642667118435, 56.05448201984884], [12.701499938586279, 56.054399577715806], [12.701387119709675, 56.0542184756825], [12.700880035537503, 56.05419000810889], [12.700755897913718, 56.054248267267454], [12.700220341630466, 56.05422383574577], [12.699956730818984, 56.05434794325512], [12.699704864367726, 56.05431981638564], [12.699423580873809, 56.05413904629281], [12.699377594729514, 56.05408247735894], [12.699244950528941, 56.05401986740991], [12.699016500478633, 56.05383626953919], [12.69899791168082, 56.05383646415028], [12.698612526633084, 56.05372595048621], [12.698562361292291, 56.05369947749719], [12.698405470935702, 56.05364893673583], [12.698393375304272, 56.0536469298242], [12.698314299277802, 56.05361548085992], [12.698003462029124, 56.05344078105751], [12.698000803447071, 56.0534199300552], [12.69796853288941, 56.05335186792943], [12.698190310244122, 56.05313693406355], [12.69817210576086, 56.052909359381225], [12.69824809830944, 56.05288527312355], [12.698410904423685, 56.05281293748753], [12.698607978655259, 56.05257594167958], [12.698580904439392, 56.052535290274506], [12.698719159876738, 56.05223397946831], [12.699151190641375, 56.05205285483143], [12.699060309984967, 56.05195144835503], [12.699086085596711, 56.05168091816086], [12.699026219707562, 56.05146033661546], [12.69882491035244, 56.051431529143755], [12.698465942963928, 56.05149993919759], [12.698320755779307, 56.051824494027464], [12.698123974472031, 56.0518879622037], [12.697959390126703, 56.05206888967472], [12.6979141507612, 56.052085292470515], [12.69772895248666, 56.05218608830304], [12.697590866643841, 56.05232649727576], [12.697485366102839, 56.05237235846341], [12.697442911799246, 56.0524020854452], [12.697527311939583, 56.05261609826342], [12.697004626016742, 56.052969976000625], [12.696673254187294, 56.052815818429], [12.696666906033794, 56.05281475589956], [12.696486836083555, 56.05270692620538], [12.696459526033637, 56.052700339123305], [12.695703695479951, 56.05285553438754], [12.696135281774136, 56.05315022148312], [12.696191930958054, 56.053238105411175], [12.695766013772099, 56.05369288147766], [12.695500836036636, 56.05380461690624], [12.695417719077515, 56.05416557566828], [12.695360017212368, 56.0542027398976], [12.695271787230684, 56.054304565703426], [12.69520213707527, 56.05435752334433], [12.69546704688053, 56.05478632035706], [12.695912423991324, 56.05505218080101], [12.695985630656573, 56.055074088726485], [12.696205680426699, 56.05503351508487]]]}"
Butiker;Polshop;So:dergatan 16;http://www.polshop.se/;Butiker;2020-07-16;"{""type"": ""Point"", ""coordinates"": [12.701065141633059, 56.04210446984029]}";56.0421044698,12.7010651416;So:der;25225;56.0421044698;12.7010651416;Restauranger;Cafeer;Snabbmat;Skolrestauranger;Personalrestauranger;4;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[12.691800999207093, 56.04027664445398], [12.692077628490527, 56.040429477560394], [12.692218613592402, 56.04046562202843], [12.6925796017845, 56.04051012914272], [12.69307557259726, 56.04104465009654], [12.694465634332246, 56.041867527603145], [12.69448256550417, 56.04190711325757], [12.695330065373286, 56.04206988576579], [12.6961400745939, 56.04204994388127], [12.69617467730974, 56.04204443722295], [12.697391831270393, 56.04237491863956], [12.697741515529474, 56.04243988338118], [12.697900676956154, 56.04245838999567], [12.69816232766935, 56.042525306011484], [12.698184969760943, 56.042536138569034], [12.698371603644746, 56.04259960992049], [12.698389499075834, 56.04260512322747], [12.698559888687761, 56.04276807335088], [12.698561694554598, 56.04277028377954], [12.698783203106961, 56.042987350196626], [12.699001689523193, 56.043121929173225], [12.699170652467226, 56.04321005588844], [12.699331006432667, 56.04326956496957], [12.699727109908094, 56.04326578981911], [12.7000319715192, 56.04328307570843], [12.700332682037951, 56.0433542909983], [12.700673088546695, 56.04350590743738], [12.700662786043099, 56.043541341433176], [12.701338446011764, 56.044327227136215], [12.701755978034596, 56.04437742709427], [12.702489611861301, 56.04401313137997], [12.7021808168262, 56.04305248457624], [12.702232903027921, 56.04298664119469], [12.702298626547382, 56.04291791483132], [12.702427797815297, 56.04280160797442], [12.702672160714274, 56.042614893886714], [12.702754660365036, 56.04256405747881], [12.70270967560086, 56.0425053387363], [12.702692753403376, 56.042495787925006], [12.702395384883312, 56.042306943505885], [12.702385478639751, 56.042302105745925], [12.702049622753075, 56.04210845622075], [12.701882293663022, 56.04195998395284], [12.701901121915052, 56.04151423942602], [12.702061937197575, 56.04139420455128], [12.702208211980208, 56.04135415645414], [12.702195716592056, 56.041341761870264], [12.70215271740201, 56.04097752537706], [12.702099491684207, 56.04094639672513], [12.702463751817943, 56.04071058962262], [12.702456374079027, 56.04069605638511], [12.70257989958911, 56.04048232518423], [12.702724150532136, 56.040413086619665], [12.70283500746814, 56.04035417208437], [12.702809519469671, 56.040332655421125], [12.702713839295638, 56.040058919706695], [12.702592785145168, 56.04000236970946], [12.703029448497148, 56.03972469755037], [12.703287311114211, 56.03975298517985], [12.703300016303706, 56.039750205669385], [12.703426752146942, 56.039704257500674], [12.703518264232446, 56.03940512534064], [12.703599044534661, 56.039367658985334], [12.703735204808412, 56.03918715393238], [12.70377088014801, 56.03916046713202], [12.703816690663906, 56.039089985780215], [12.70330952874181, 56.03875516748029], [12.703676033122811, 56.03871480505916], [12.703760896722784, 56.03857362724685], [12.7039257003028, 56.038526761097465], [12.704149004066176, 56.038509085992985], [12.704169378019351, 56.03849818976792], [12.704300279362796, 56.038452435533166], [12.704311923522072, 56.03842961827022], [12.704366304026696, 56.038367501770395], [12.704374784423955, 56.038359491856504], [12.70438037916828, 56.038344509765736], [12.704377755917939, 56.038314335267685], [12.704387515255688, 56.038222017748666], [12.704484812496132, 56.03807966308251], [12.704647260530464, 56.03796402200045], [12.704657575280349, 56.03793109450745], [12.70479955742809, 56.0378213506671], [12.704821636148584, 56.037754129009635], [12.704758870823127, 56.03769120344866], [12.704765083954817, 56.03755236249709], [12.704390635870917, 56.037357529986934], [12.704387105256178, 56.037344557520676], [12.703588562913598, 56.03745113728901], [12.703489139153021, 56.037443191665524], [12.70345562465655, 56.0374231465896], [12.703418063028323, 56.037423398989766], [12.703144436180484, 56.037251346027205], [12.70295965695779, 56.03691972856054], [12.70296685387698, 56.03690471197051], [12.702955204475606, 56.03688456638596], [12.702945562496119, 56.03688199373808], [12.701824125350933, 56.03683106590703], [12.701944206871504, 56.03621245817235], [12.701905796230562, 56.0360022669489], [12.702235352239263, 56.03569799093325], [12.702241504278902, 56.03568424481373], [12.702875303390261, 56.03525203168914], [12.704203052276105, 56.03494500162073], [12.704405741552652, 56.03475037281417], [12.705220718211244, 56.034455070399424], [12.70522291548879, 56.034454783668814], [12.706496818664121, 56.03389544134136], [12.70666720574958, 56.03387836540177], [12.707420491543107, 56.033427635319406], [12.708064524529323, 56.03318118077921], [12.708127439793996, 56.03308061317602], [12.709150097293403, 56.03245718610832], [12.70910563929994, 56.032335850394446], [12.710870519028145, 56.03106450424992], [12.710055973133764, 56.030784799746606], [12.709595008673812, 56.03034626645005], [12.707296345556832, 56.03034778000837], [12.706917537886902, 56.030149522694416], [12.70565438179088, 56.030417216911474], [12.704640604428796, 56.030144965908804], [12.704237935650205, 56.03013884859671], [12.703528061783071, 56.030159120119826], [12.703450850196495, 56.030174479614345], [12.703264622135624, 56.030137573351716], [12.701202973291023, 56.02994990533797], [12.702079588911474, 56.028679834641835], [12.70198344074791, 56.02771039603337], [12.703532419593278, 56.02758822836928], [12.703608587701524, 56.02753245731431], [12.70361518090633, 56.0261798223077], [12.703288014305812, 56.02607334956973], [12.702968590534356, 56.02505589588635], [12.701845909904295, 56.02449986735372], [12.701122194190837, 56.02432309646774], [12.702773799421504, 56.023120585436764], [12.702440325704416, 56.02273271597474], [12.701708311270794, 56.021864943974016], [12.701147185659021, 56.02121830383963], [12.700520070486766, 56.02137741077338], [12.70134697678961, 56.02237285784162], [12.701368911197347, 56.02247657976325], [12.70137027719147, 56.02255919279151], [12.701227142197313, 56.02260134563595], [12.701179888043514, 56.02259201579822], [12.700547311001843, 56.022218334070566], [12.700486105382385, 56.02219835472769], [12.700420625810946, 56.022186528135336], [12.700350239543189, 56.022191120484834], [12.699595369348073, 56.02223169278881], [12.698640942395723, 56.02253196469494], [12.698601888897517, 56.0225620456124], [12.699868822995263, 56.02404447620171], [12.70016479841114, 56.02438739256759], [12.701847230450252, 56.026359367277706], [12.701501655603122, 56.02644889556182], [12.701367853339889, 56.02646799924162], [12.70077556585289, 56.02642192299863], [12.70051490004556, 56.026388760589626], [12.700423727819885, 56.02635384189446], [12.700295378165736, 56.026262632220515], [12.70004144980905, 56.02605387739773], [12.699801649855614, 56.02585239629513], [12.699797091659335, 56.02582246325362], [12.699824694480665, 56.02578686571941], [12.699863449248948, 56.02581042623438], [12.69995035260596, 56.025779457990346], [12.699227466868551, 56.025200363170605], [12.699143770835395, 56.025237583190076], [12.699187231072804, 56.02527428137983], [12.699136914466035, 56.025285925483175], [12.699080229395284, 56.02528158670404], [12.699008000607295, 56.02523909355531], [12.698636085011204, 56.02492314973943], [12.69854860319446, 56.02489211840527], [12.69845790281951, 56.02486579942289], [12.69841608481147, 56.024834425180636], [12.698339528096364, 56.024860623863304], [12.698348526992806, 56.024880915288236], [12.698328841535226, 56.02491613013592], [12.6982725187474, 56.0250683263193], [12.698223417308967, 56.02523183867511], [12.698178817973794, 56.025358800732114], [12.697991612892492, 56.02535243019276], [12.698017977919735, 56.02524383927661], [12.69793410021131, 56.02523367284222], [12.697760396076886, 56.025996094425345], [12.697844567506685, 56.026002151084796], [12.697867124689205, 56.025895547337996], [12.698036700337244, 56.02590504044061], [12.698038397681017, 56.02606525882452], [12.697899371379032, 56.026684580485096], [12.697869927582621, 56.026728941584025], [12.69780486490118, 56.026772017527925], [12.697690599988455, 56.026801494115055], [12.697570633801737, 56.02679706104989], [12.696250663509355, 56.02669382900255], [12.695941724313458, 56.02666170582921], [12.695811155287842, 56.026640760150514], [12.695734003043158, 56.026600914017095], [12.69569034912663, 56.02653758996207], [12.69568790526579, 56.026471143099414], [12.69574982385469, 56.02623251917988], [12.695834325628676, 56.02586405019635], [12.696036078472027, 56.025786293438436], [12.69604422407031, 56.02575706546282], [12.696190699924493, 56.025766623434876], [12.6961598848604, 56.02588541237356], [12.696251738559369, 56.025887524243934], [12.696436638691514, 56.025123290551335], [12.69634144172829, 56.02511698236416], [12.696321963678825, 56.02523191214279], [12.696171959342367, 56.0252202116599], [12.696082183754925, 56.02513985619257], [12.69604127724689, 56.02509564602246], [12.696021649434854, 56.02506222315123], [12.696021904247443, 56.025008669955184], [12.696086721816078, 56.02477735332438], [12.696140373951133, 56.024547832082035], [12.696188237302739, 56.024347026036445], [12.696147412763802, 56.0242860908057], [12.696152829391346, 56.024211882015315], [12.696736412610512, 56.021566003733504], [12.696931905606016, 56.02012821401628], [12.696751286678472, 56.02010321690969], [12.6965625144651, 56.02152487239395], [12.696476595004167, 56.021894537278804], [12.696399530858914, 56.022243759159196], [12.696349067041076, 56.02253165242977], [12.696287146533091, 56.02275671355746], [12.696103915748935, 56.0234675020926], [12.695881258159746, 56.02427937413054], [12.69576775389218, 56.02482273967227], [12.69554834157881, 56.02570566437805], [12.695397991994223, 56.02635975204751], [12.69528244629004, 56.02637975589306], [12.695106434270143, 56.02637157683861], [12.694553833664907, 56.02632999679238], [12.693722375768383, 56.02627786913739], [12.693658864176847, 56.02629081872989], [12.693622283462881, 56.02628792376005], [12.693579707216186, 56.026266339201754], [12.693502411180003, 56.0262666189161], [12.693460644883364, 56.0262841986882], [12.693431713835466, 56.02627734875632], [12.693385468198496, 56.02625567726899], [12.693308017043893, 56.026258012644135], [12.693232428136037, 56.02628510727765], [12.693236443285022, 56.02633053395776], [12.693293422517261, 56.026356576099694], [12.693769296879509, 56.02639020204702], [12.693810925510592, 56.026374686151414], [12.694699815249551, 56.02644668006859], [12.69522638358057, 56.02649178199435], [12.695266316142666, 56.02653618995321], [12.695269748431414, 56.026540819925074], [12.695243614140466, 56.0267148529205], [12.695217500995753, 56.02681530572717], [12.695207575924037, 56.02690104172346], [12.695202578811296, 56.02705782771769], [12.695094389141268, 56.02760113911006], [12.69500379179546, 56.0279599304479], [12.69496312986149, 56.028071524289054], [12.694892795451361, 56.02811623579139], [12.694768371540889, 56.02823631216736], [12.694695851981677, 56.028302597570075], [12.694535137834391, 56.02833410507296], [12.694094378537635, 56.02842284034194], [12.694048769286798, 56.02844239003385], [12.69401711451798, 56.028472571728166], [12.694011636301793, 56.02849715821289], [12.69431378804898, 56.028992417900085], [12.695139189166497, 56.03031059682426], [12.693914033032287, 56.03055638616579], [12.692886201147527, 56.02891946719119], [12.692862006711175, 56.02889830713378], [12.692822649748383, 56.02888298383837], [12.692771987626566, 56.02887151153938], [12.692717020466384, 56.02886818254834], [12.69213922550383, 56.02891872861203], [12.692090252131022, 56.028934079989476], [12.692047430927412, 56.028966056241025], [12.692041035791524, 56.02900299268247], [12.691985899225788, 56.02950237467388], [12.691849408882687, 56.03100735164645], [12.691821581678907, 56.031385812855135], [12.691046058207961, 56.031372031688875], [12.690894176819391, 56.031535423123294], [12.69016321503154, 56.031516485767334], [12.690284318337179, 56.03022129797511], [12.690412673336931, 56.02882737279452], [12.69041363249967, 56.02881426858209], [12.69042781605271, 56.028621695496774], [12.690412312520264, 56.028582192184054], [12.690317711821509, 56.02856764891944], [12.6903394089804, 56.02852282021689], [12.690283651922618, 56.02848032498239], [12.690206955224395, 56.02847237220888], [12.690228669891592, 56.0284275535196], [12.690183940048351, 56.02838530935114], [12.690111827664465, 56.028365102412444], [12.690121738909156, 56.02833030881087], [12.69008405711689, 56.02829235829163], [12.690003691140532, 56.02828431843038], [12.690021872324762, 56.028237356908335], [12.689976833898154, 56.02819922333156], [12.689889419959973, 56.02818690856123], [12.689907154701784, 56.02814610463443], [12.689855068353648, 56.02810369527612], [12.689786177807449, 56.02808975064629], [12.689799916086853, 56.028052978395976], [12.689755202973092, 56.028010744056], [12.689682471793581, 56.0279987581896], [12.689707097293107, 56.027964310951646], [12.689662523873917, 56.02792001171555], [12.68958246780898, 56.027907861814136], [12.689600031192914, 56.02786912168389], [12.689562350547032, 56.027831162024924], [12.689471560967778, 56.02781464921188], [12.689496479950014, 56.02777607328348], [12.68945879930764, 56.02773812257331], [12.689393890090365, 56.02772014417328], [12.689439781392856, 56.02769646828652], [12.689450466573131, 56.027651397628944], [12.68941936789157, 56.02762389718316], [12.68949420463304, 56.02760708122287], [12.68951560916163, 56.02756636343057], [12.689474861384367, 56.02752009532817], [12.689557021098317, 56.02750345318372], [12.689585471516095, 56.027467029085315], [12.689555426936032, 56.02742512274781], [12.68962750474278, 56.02739588852162], [12.689649202030196, 56.02735105993238], [12.689630183908305, 56.02730941465273], [12.689701364766538, 56.02729251258109], [12.689719220774712, 56.02724966075892], [12.689685520852844, 56.027207677452004], [12.689749344494114, 56.02719061026832], [12.689796751458895, 56.02714637174063], [12.689744682398043, 56.02710397231701], [12.68983464823263, 56.0270813186458], [12.689859426878158, 56.027044808398074], [12.689818075409399, 56.02700677081495], [12.689911417369117, 56.026988323809206], [12.689950568559976, 56.026956261321686], [12.68993628979573, 56.02690029722713], [12.69000669446304, 56.02689368914015], [12.690049841685331, 56.02685760303247], [12.690027461410045, 56.02681175118844], [12.690120043733964, 56.026803590210925], [12.690163346227655, 56.02676544020223], [12.690129769475975, 56.02672140102484], [12.690222831874621, 56.026707074526705], [12.690265652268897, 56.0266750890154], [12.690243428541883, 56.02662719131972], [12.690328962644376, 56.02661474548494], [12.690372109253538, 56.026578659261084], [12.690345887703682, 56.026534785172124], [12.690420134287214, 56.026526199157814], [12.690470900228892, 56.02648615798247], [12.690448830042214, 56.026436204532985], [12.690541272337066, 56.02643008924106], [12.690584711451576, 56.02638989216585], [12.690550856041922, 56.02634996486749], [12.6906368392234, 56.02633135227376], [12.690683810181685, 56.026293289021694], [12.69066463600473, 56.026253707753746], [12.690746376632747, 56.02624322169011], [12.690797606059258, 56.02619701392732], [12.690774467809113, 56.026161457398075], [12.69085267614288, 56.02614883830573], [12.690896239413476, 56.02610658513824], [12.690877079730434, 56.02606699501595], [12.690962646051252, 56.02605454985533], [12.691010187660881, 56.026008263930436], [12.690990874438983, 56.02597072063439], [12.691068789274432, 56.02596222115996], [12.691112057831587, 56.02592406969915], [12.691097172430583, 56.02587634511357], [12.691163905761988, 56.025869640446935], [12.691218526665683, 56.025827639295464], [12.691196114930245, 56.02578179643412], [12.691300201084225, 56.02576771115523], [12.691537091712792, 56.02554860535074], [12.691518984510205, 56.02549462823347], [12.691443207346797, 56.025474336056604], [12.691372355672216, 56.02548711960271], [12.691336412505983, 56.02552543503553], [12.691329276214395, 56.02557265777539], [12.691233459690235, 56.02557456608219], [12.6911895562548, 56.02562093881727], [12.691223427712236, 56.02566086694828], [12.691159762307318, 56.02567588810907], [12.691116014108951, 56.02572019605659], [12.691120646280268, 56.02575739248913], [12.691049640121438, 56.02577224151594], [12.691017228417158, 56.025812689801796], [12.69102566919031, 56.025847917286455], [12.690947322482499, 56.025862583395075], [12.690907259146634, 56.025906987287414], [12.690915560610827, 56.025944270663175], [12.690841332892758, 56.02595285709583], [12.690797599863375, 56.02599717401202], [12.69080940122403, 56.026036590140436], [12.690745906521125, 56.02604954732821], [12.690690834825041, 56.026097723790485], [12.690702809212114, 56.02613507528473], [12.690635780650666, 56.02614589944506], [12.690588965090441, 56.026181907799554], [12.69059650935694, 56.02622945943724], [12.690529928992142, 56.02623410800536], [12.690482818683773, 56.02627422798069], [12.690486846826994, 56.02631964586552], [12.69041981967757, 56.02633046093714], [12.690372709155922, 56.02637057997108], [12.690388352833157, 56.02640801844674], [12.690317791834977, 56.026416700483324], [12.690266856280102, 56.02645878829885], [12.690278209009435, 56.026504370127846], [12.690207820738298, 56.02651099733658], [12.690153197769702, 56.026552998029764], [12.690172387416983, 56.02659258845988], [12.690085906894817, 56.02661737414626], [12.690050443339663, 56.0266495237586], [12.690062244131049, 56.02668893995266], [12.689994612632562, 56.0267079762209], [12.689950722472961, 56.02675434770558], [12.689959317772532, 56.02678752037606], [12.689888309486706, 56.02680235884654], [12.689851929548032, 56.02684684945591], [12.689857148403338, 56.026875815411024], [12.689785675550599, 56.026896820266145], [12.689738563678354, 56.0269369390502], [12.68974671051764, 56.02697627738537], [12.689682437279359, 56.02699951110783], [12.689645747694955, 56.02704812040266], [12.689661406765703, 56.0270855689489], [12.689608456110099, 56.027104943041614], [12.689571750482681, 56.02715354322725], [12.689594888191126, 56.0271891008729], [12.689526340860109, 56.02722048602528], [12.6895014224589, 56.0272590529839], [12.689524265342254, 56.027298730383336], [12.689460146594465, 56.027319917190475], [12.68943508876823, 56.02736053911865], [12.689457761878476, 56.02740227131345], [12.689397021297335, 56.02742764597058], [12.689378698637013, 56.02747667225731], [12.6894061115178, 56.02750408562596], [12.689334047569174, 56.02753332969449], [12.689305457375745, 56.02757181769773], [12.68933257701066, 56.027603351731365], [12.68926416841177, 56.02763266378862], [12.689242608238557, 56.027675436414135], [12.689249563034783, 56.02773122671146], [12.68930203528094, 56.02780231367399], [12.689709780118935, 56.02816198227138], [12.689667936947188, 56.0281853480354], [12.689613777639156, 56.02822222481088], [12.689568126298223, 56.02826849207652], [12.689544507632693, 56.02836235679377], [12.689522045357299, 56.02859402371435], [12.689496849197928, 56.02878199581993], [12.689424685258786, 56.02932050484608], [12.689375225797066, 56.02983361737878], [12.689372536542527, 56.0301993008045], [12.689294572896031, 56.03084202955161], [12.689254086357824, 56.031325515659425], [12.689167353640574, 56.032079948753356], [12.689170106220185, 56.032195042319486], [12.689225852875106, 56.03225980972307], [12.689366257028865, 56.032372952500815], [12.689751961373775, 56.03266008010147], [12.690307927714095, 56.03306695700854], [12.690710835437422, 56.03337805055403], [12.691148317834951, 56.03368741770033], [12.691311504262746, 56.03380686266609], [12.691301766680272, 56.03387691039571], [12.691301909910864, 56.03393849572146], [12.691326506267975, 56.033986806587926], [12.691365152642359, 56.03406787035386], [12.69136818958247, 56.03410760795091], [12.691332606658646, 56.034173881061804], [12.69125367026086, 56.03430163670889], [12.691117775560539, 56.0344979349998], [12.69104700837867, 56.03463373502989], [12.69089608728704, 56.03490903132701], [12.690404936679636, 56.03574839294543], [12.6898317890631, 56.03673260709249], [12.689386533274286, 56.03749770578631], [12.689386159893436, 56.037538861666114], [12.689458760227176, 56.037597896150515], [12.68955687551569, 56.03766303414171], [12.690035331629232, 56.03800470069976], [12.690392690108395, 56.03826182432476], [12.690417059040398, 56.03829248852905], [12.690403157270696, 56.038322282795185], [12.689215896959164, 56.0391276247603], [12.688270350007029, 56.0397678448434], [12.688126035105507, 56.039876981444316], [12.68813663070962, 56.0399000719758], [12.687992048779389, 56.04000560862276], [12.687957234406674, 56.040015112011076], [12.687922624744997, 56.04002250695188], [12.687900693582046, 56.04003914569088], [12.687891604058677, 56.04005932327863], [12.68788755209807, 56.040074175579804], [12.687899214166013, 56.04009392479833], [12.68791864290027, 56.040115383139245], [12.687966530514055, 56.04013453456525], [12.6880222367673, 56.04013894018661], [12.688068549088873, 56.04013126116057], [12.688101584875929, 56.040120654769986], [12.688125966200174, 56.04010599460286], [12.688141696460736, 56.040087271705026], [12.688611633043855, 56.04029732103394], [12.688541224947363, 56.04055322787169], [12.68859363596337, 56.040591518110624], [12.68866577009672, 56.040611734942985], [12.688723804283818, 56.040623374086216], [12.688786581569747, 56.04062070341708], [12.68889405394816, 56.04061082685794], [12.689022956288937, 56.040560232722704], [12.689167396442231, 56.0404481849617], [12.690220908836814, 56.03958864188643], [12.690515126339413, 56.03969226956538], [12.690506248660789, 56.03971266698502], [12.690603820297124, 56.03973758349089], [12.69160119749751, 56.038839643039275], [12.69198133426025, 56.03897615229935], [12.692032023791738, 56.03898762503753], [12.692065704472775, 56.03898014831873], [12.692173742557014, 56.038912597096015], [12.69312267668356, 56.038277390198054], [12.693454209792776, 56.03841880978996], [12.693739861786426, 56.03853871678057], [12.693756425427507, 56.03856381459277], [12.693776247677135, 56.03864462427649], [12.69378257396515, 56.03870864443951], [12.693825924076108, 56.03871993465943], [12.692158266076575, 56.04000474434535], [12.691800999207093, 56.04027664445398]]], [[[12.686796772392388, 56.03939584563418], [12.686669753507534, 56.03937128168418], [12.68611826148707, 56.04016101537008], [12.686067530982411, 56.04022474762768], [12.686004347065127, 56.0402830338825], [12.685926739487567, 56.04033686077292], [12.685859032285679, 56.04038165184959], [12.685698472936023, 56.040462422239386], [12.68562450976814, 56.040466893775985], [12.685590067988183, 56.04048463601287], [12.685575548895763, 56.040506959235906], [12.68557196766017, 56.040530574355664], [12.685588432904485, 56.04055670461235], [12.685623970373243, 56.0405740168322], [12.685678955126676, 56.04057734903579], [12.685744692698348, 56.04055929505348], [12.685782559999799, 56.040519992516394], [12.685844796604584, 56.04049979661295], [12.68594596952694, 56.04045062773345], [12.686027622941545, 56.04039173583286], [12.686126410302826, 56.04032499557281], [12.686196025129139, 56.04025449892767], [12.686256530106974, 56.040182752998874], [12.686796772392388, 56.03939584563418]]], [[[12.684519232866675, 56.04148989518066], [12.684712870885884, 56.041513706936165], [12.684661047618224, 56.04139090447337], [12.684624979862395, 56.041280865705545], [12.684603040465955, 56.041179406131405], [12.684607560362823, 56.04109297521953], [12.684637264837777, 56.04106481738958], [12.684641064040488, 56.04103812393545], [12.684621050327022, 56.04100985043982], [12.684571135673732, 56.04098808862915], [12.68450851317533, 56.04098870228396], [12.684453696417666, 56.04100803851396], [12.684407166903927, 56.041039925640185], [12.684405133874296, 56.04106769508485], [12.684439383309963, 56.04110248187775], [12.684441985850505, 56.04121688914142], [12.68446003475639, 56.04132134984206], [12.684489954587193, 56.04141475446402], [12.684519232866675, 56.04148989518066]]], [[[12.700642300545002, 56.02117613018059], [12.700544748010364, 56.021149135981936], [12.700489401321416, 56.02114992873362], [12.7004446467526, 56.02115717337019], [12.700417224451266, 56.02117925754126], [12.700401980751542, 56.021236718519845], [12.700419724421698, 56.021296997093025], [12.700465150496626, 56.02133107149551], [12.700672036491707, 56.02127384917768], [12.700690363110397, 56.021224723351914], [12.700642300545002, 56.02117613018059]]], [[[12.703505018481714, 56.02244661897744], [12.703560763216045, 56.022547573282324], [12.703603296824458, 56.02251660253666], [12.703505018481714, 56.02244661897744]]]]}"
